ticket_id,created_date,issue_category,priority,first_response_minutes,resolution_time_hours,agent_experience_years,reopened,channel,customer_satisfaction
815,2024-09-15,Other,Low,209,23,9.4,Yes,Phone,Low
816,2024-05-05,Account,Urgent,117,62,7.0,Yes,Phone,Low
817,2024-11-03,Other,Urgent,174,66,2.2,No,Phone,Low
818,2024-12-09,Technical,High,72,22,4.7,Yes,Email,Low
819,2024-03-30,Delivery,Low,178,51,4.3,No,Email,Low
820,2024-07-16,Billing,High,228,61,7.4,Yes,Phone,Low
821,2024-04-24,Delivery,Low,134,68,1.4,No,Email,Low
822,2024-04-30,Billing,Urgent,213,72,4.0,Yes,Email,Low
823,2024-11-25,Other,High,171,60,4.8,Yes,Email,Low
824,2024-02-05,Technical,Medium,85,41,7.7,Yes,Chat,Low
825,2024-08-31,Other,Medium,161,36,3.3,Yes,Chat,Low
826,2024-03-30,Account,Medium,215,2,5.7,No,Email,High
827,2024-06-08,Technical,Medium,92,31,4.9,No,Email,Low
828,2024-07-11,Delivery,Urgent,37,17,5.6,No,Email,Low
829,2024-02-17,Delivery,Low,171,56,8.1,Yes,Email,Low
830,2024-11-08,Account,High,184,64,5.9,Yes,Phone,Low
831,2024-01-01,Technical,Low,177,68,5.6,No,Email,Medium
832,2024-07-20,Other,Urgent,192,13,2.6,No,Chat,Low
833,2024-08-06,Other,Low,78,16,2.4,Yes,Phone,Low
834,2024-04-22,Account,High,63,28,4.7,No,Chat,Low
835,2024-09-01,Other,Medium,200,55,7.7,Yes,Chat,Low
836,2024-05-14,Delivery,Urgent,236,34,3.1,Yes,Chat,Low
837,2024-03-23,Account,Low,146,2,1.5,Yes,Chat,Medium
838,2024-01-21,Other,High,162,5,1.5,Yes,Chat,Low
839,2024-04-10,Technical,Low,127,67,5.6,Yes,Email,Low
840,2024-10-24,Account,Medium,104,29,5.9,Yes,Email,Low
841,2024-01-24,Delivery,High,100,62,4.5,Yes,Phone,Low
842,2024-05-02,Billing,High,152,11,5.8,No,Email,Low
843,2024-09-28,Technical,High,89,65,8.1,No,Email,Low
844,2024-07-16,Delivery,Medium,62,31,1.3,No,Phone,Low
845,2024-12-09,Technical,Urgent,5,48,1.8,Yes,Email,Low
846,2024-05-16,Billing,High,42,19,1.9,No,Email,Low
847,2024-05-13,Technical,High,89,55,2.0,Yes,Phone,Low
848,2024-06-23,Other,High,211,11,6.6,Yes,Phone,Low
849,2024-08-27,Billing,High,219,33,5.1,No,Phone,Low
850,2024-06-19,Technical,High,81,36,6.9,Yes,Chat,Low
851,2024-08-28,Delivery,Low,181,71,8.1,No,Phone,Medium
852,2024-05-31,Other,Medium,11,58,1.2,No,Email,Medium
853,2024-11-15,Billing,Medium,34,16,9.1,No,Chat,Medium
854,2024-05-07,Billing,Low,87,21,1.7,No,Phone,Low
855,2024-01-09,Other,Urgent,73,3,4.9,Yes,Phone,Low
856,2024-02-12,Account,Low,8,5,5.2,No,Email,High
857,2024-09-23,Delivery,Urgent,113,6,8.2,No,Phone,Medium
858,2024-12-23,Technical,High,14,20,7.4,No,Phone,Medium
859,2024-06-29,Billing,Urgent,234,29,3.4,No,Email,Low
860,2024-05-18,Account,Urgent,155,43,2.7,No,Phone,Low
861,2024-12-03,Delivery,Urgent,129,72,4.0,Yes,Email,Low
862,2024-07-26,Billing,Urgent,210,68,9.0,Yes,Email,Low
863,2024-08-25,Delivery,Low,58,66,7.9,No,Chat,Medium
864,2024-01-27,Other,Medium,183,55,1.2,No,Phone,Low
865,2024-04-11,Technical,Medium,114,54,8.1,Yes,Phone,Low
866,2024-03-27,Account,Urgent,145,27,7.4,Yes,Chat,Low
867,2024-03-22,Technical,Urgent,79,50,3.7,Yes,Chat,Low
868,2024-01-10,Account,High,100,38,9.1,Yes,Phone,Low
869,2024-09-30,Account,High,230,45,2.9,Yes,Email,Low
870,2024-04-28,Delivery,Urgent,192,19,6.6,Yes,Email,Low
871,2024-12-08,Account,Urgent,198,54,9.3,Yes,Phone,Low
872,2024-09-02,Other,Medium,33,12,2.3,No,Phone,Low
873,2024-04-25,Billing,Urgent,205,38,2.5,Yes,Chat,Low
874,2024-01-21,Other,High,189,45,8.0,Yes,Phone,Low
875,2024-12-21,Delivery,High,46,25,9.9,No,Chat,Low
876,2024-02-28,Billing,Urgent,193,21,3.2,Yes,Chat,Low
877,2024-08-15,Delivery,Medium,152,7,1.2,No,Email,Low
878,2024-04-29,Billing,Medium,230,3,7.1,No,Chat,High
879,2024-05-23,Billing,Low,60,6,2.2,Yes,Email,Medium
880,2024-05-25,Account,High,165,60,4.8,No,Chat,Low
881,2024-01-14,Billing,Low,160,53,6.2,No,Phone,Medium
882,2024-11-30,Technical,High,157,72,0.8,Yes,Email,Low
883,2024-05-04,Other,High,150,47,5.5,No,Phone,Low
884,2024-04-01,Delivery,High,39,56,0.9,No,Phone,Low
885,2024-06-02,Delivery,High,78,21,8.9,No,Chat,Low
886,2024-03-15,Technical,Low,106,37,5.6,Yes,Chat,Low
887,2024-06-09,Delivery,High,19,8,9.0,No,Email,Medium
888,2024-08-21,Technical,Medium,38,41,9.8,Yes,Chat,Low
889,2024-03-14,Billing,Urgent,83,38,5.1,Yes,Chat,Low
890,2024-12-18,Other,High,103,37,9.5,Yes,Chat,Low
891,2024-05-24,Delivery,High,20,70,2.6,Yes,Chat,Low
892,2024-05-05,Other,Low,42,67,5.4,Yes,Email,Low
893,2024-03-26,Other,Urgent,206,25,3.8,Yes,Email,Low
894,2024-02-09,Account,Medium,216,46,8.0,Yes,Phone,Low
895,2024-03-14,Account,Low,52,42,1.9,No,Phone,Low
896,2024-08-05,Delivery,Urgent,162,62,7.0,No,Chat,Low
897,2024-03-01,Other,Medium,179,23,6.3,No,Chat,Medium
898,2024-06-08,Delivery,Low,110,13,8.1,Yes,Email,Low
899,2024-05-23,Delivery,Urgent,220,22,4.0,No,Chat,Low
900,2024-04-12,Billing,Low,32,31,4.4,Yes,Email,Low
901,2024-04-01,Other,High,144,22,5.0,Yes,Phone,Low
902,2024-07-16,Billing,High,188,68,2.1,No,Phone,Low
903,2024-08-27,Other,Medium,14,6,3.4,No,Email,High
904,2024-01-01,Account,High,171,5,1.5,Yes,Chat,Low
905,2024-10-09,Billing,Urgent,10,56,8.8,No,Phone,Medium
906,2024-09-08,Account,Urgent,185,66,1.2,No,Chat,Low
907,2024-03-15,Other,Medium,22,3,2.3,No,Chat,High
908,2024-07-24,Billing,Low,198,10,2.7,No,Phone,Low
909,2024-03-12,Delivery,High,24,10,6.5,No,Chat,Medium
910,2024-12-22,Delivery,Urgent,29,64,0.5,Yes,Email,Low
911,2024-12-27,Account,Low,157,44,6.4,Yes,Chat,Low
912,2024-01-20,Technical,High,167,20,7.8,Yes,Chat,Low
913,2024-11-25,Other,Medium,186,49,5.9,No,Email,Medium
914,2024-07-04,Delivery,Urgent,45,26,1.2,Yes,Chat,Low
915,2024-02-19,Billing,High,128,6,0.9,No,Chat,Medium
916,2024-04-14,Other,Low,54,61,6.9,No,Chat,Medium
917,2024-10-27,Billing,Urgent,39,9,0.7,No,Phone,Low
918,2024-06-24,Delivery,Urgent,196,32,0.8,No,Chat,Low
919,2024-09-09,Technical,Urgent,89,66,9.8,No,Chat,Low
920,2024-11-06,Account,Medium,214,67,4.6,Yes,Phone,Low
921,2024-07-27,Account,Low,232,53,3.1,Yes,Chat,Low
922,2024-11-06,Technical,High,114,63,5.8,No,Chat,Low
923,2024-10-07,Billing,Low,41,66,6.4,Yes,Chat,Low
924,2024-07-07,Account,Low,145,31,1.2,No,Email,Low
925,2024-01-20,Delivery,Low,202,26,5.0,No,Chat,Medium
926,2024-10-30,Billing,Medium,87,26,0.6,No,Email,Low
927,2024-04-05,Other,Medium,104,12,5.7,No,Email,Medium
928,2024-02-26,Account,Medium,92,56,1.3,No,Phone,Low
929,2024-12-23,Billing,Urgent,186,53,8.1,Yes,Chat,Low
930,2024-10-14,Other,Urgent,176,9,2.0,Yes,Chat,Low
931,2024-06-27,Billing,High,55,9,0.5,No,Chat,Low
932,2024-05-09,Account,Low,72,34,0.5,Yes,Phone,Low
933,2024-09-20,Other,Urgent,212,25,9.7,No,Email,Low
934,2024-12-14,Technical,Low,130,32,9.3,No,Email,Medium
935,2024-03-15,Technical,Medium,111,59,4.6,No,Chat,Low
936,2024-04-16,Delivery,Urgent,203,47,3.2,Yes,Chat,Low
937,2024-12-17,Billing,Low,184,62,7.1,No,Chat,Medium
938,2024-03-08,Account,Low,18,41,3.1,No,Phone,Medium
939,2024-06-21,Delivery,High,44,16,2.6,No,Email,Low
940,2024-02-07,Technical,Medium,27,35,1.7,No,Phone,Medium
941,2024-05-28,Account,Urgent,18,57,2.6,No,Email,Medium
942,2024-10-22,Delivery,High,13,27,6.4,No,Chat,Medium
943,2024-03-19,Other,Urgent,152,28,8.7,No,Chat,Low
944,2024-09-09,Technical,Medium,165,21,4.3,No,Chat,Low
945,2024-11-20,Other,High,238,68,6.6,No,Email,Low
946,2024-05-06,Billing,Low,98,19,1.8,No,Phone,Low
947,2024-05-07,Account,Low,198,3,8.2,No,Email,High
948,2024-01-31,Delivery,Medium,69,38,2.5,No,Phone,Low
949,2024-01-03,Delivery,Low,38,32,2.0,No,Email,Low
950,2024-05-22,Technical,Low,19,7,1.2,Yes,Chat,Medium
951,2024-07-17,Other,Urgent,56,36,5.5,Yes,Email,Low
952,2024-02-03,Technical,High,231,26,8.3,No,Chat,Low
953,2024-12-18,Technical,Medium,66,4,8.8,Yes,Email,Medium
954,2024-05-03,Technical,Low,55,15,1.8,No,Chat,Low
955,2024-12-24,Billing,Medium,99,68,3.5,No,Email,Low
956,2024-11-25,Other,High,185,53,0.8,No,Phone,Low
957,2024-05-15,Billing,Low,98,72,6.6,Yes,Email,Low
958,2024-08-02,Other,Urgent,22,59,7.5,No,Chat,Medium
959,2024-03-18,Account,Low,22,50,10.0,Yes,Email,Medium
960,2024-08-10,Account,Low,110,51,4.1,Yes,Phone,Low
961,2024-04-07,Account,Urgent,85,59,5.7,No,Phone,Low
962,2024-08-27,Billing,Low,217,67,5.5,Yes,Chat,Low
963,2024-06-10,Delivery,Low,5,26,1.8,Yes,Phone,Medium
964,2024-03-23,Other,Low,147,32,6.9,No,Phone,Medium
965,2024-04-27,Delivery,High,170,70,6.0,Yes,Chat,Low
966,2024-01-12,Account,High,16,7,5.8,Yes,Phone,Medium
967,2024-09-17,Account,Medium,101,29,2.4,Yes,Email,Low
968,2024-03-26,Other,Low,62,37,6.6,Yes,Phone,Low
969,2024-01-21,Account,High,82,63,7.0,No,Phone,Low
970,2024-02-24,Other,Low,226,47,3.9,Yes,Email,Low
971,2024-02-27,Delivery,Urgent,206,44,1.0,Yes,Chat,Low
972,2024-04-21,Technical,Medium,189,4,2.9,Yes,Chat,Medium
973,2024-06-16,Billing,Urgent,93,46,1.7,Yes,Chat,Low
974,2024-10-05,Billing,Urgent,26,9,2.7,Yes,Email,Low
975,2024-08-17,Account,High,142,15,3.3,Yes,Chat,Low
976,2024-04-10,Billing,Medium,147,41,5.3,Yes,Phone,Low
977,2024-01-07,Other,Urgent,230,31,9.0,Yes,Chat,Low
978,2024-10-04,Account,Medium,139,52,4.7,No,Email,Low
979,2024-12-07,Account,Low,13,25,1.1,Yes,Phone,Medium
980,2024-03-26,Account,High,197,41,4.1,No,Chat,Low
981,2024-02-11,Account,Low,36,33,3.8,Yes,Phone,Low
982,2024-08-27,Billing,Urgent,136,59,7.3,Yes,Email,Low
983,2024-08-03,Other,High,202,3,4.5,No,Chat,Medium
984,2024-03-17,Delivery,Urgent,92,62,9.7,No,Phone,Low
985,2024-11-14,Technical,High,20,23,4.6,Yes,Chat,Low
986,2024-05-15,Account,Low,226,68,9.5,No,Email,Medium
987,2024-10-03,Account,Medium,152,44,6.7,Yes,Phone,Low
988,2024-12-01,Account,Medium,152,70,9.0,No,Chat,Medium
989,2024-12-31,Technical,Medium,18,46,8.6,No,Phone,High
990,2024-07-15,Other,Low,18,45,8.3,No,Email,High
991,2024-11-04,Technical,Low,199,71,8.7,No,Chat,Medium
992,2024-01-28,Technical,Low,51,24,7.0,Yes,Chat,Low
993,2024-03-19,Delivery,Urgent,179,11,1.7,No,Email,Low
994,2024-08-17,Technical,High,162,2,7.9,Yes,Phone,Medium
995,2024-06-15,Technical,Urgent,106,26,5.0,Yes,Phone,Low
996,2024-07-27,Technical,Medium,174,68,1.5,Yes,Chat,Low
997,2024-03-06,Technical,Urgent,9,48,0.5,Yes,Email,Low
998,2024-10-02,Delivery,Low,123,61,3.4,No,Phone,Low
999,2024-06-02,Account,High,175,43,8.8,No,Email,Low
1000,2024-03-16,Other,Urgent,55,51,9.5,No,Phone,Low
1001,2024-09-13,Other,Urgent,130,33,1.5,Yes,Email,Low
1002,2024-11-12,Account,High,100,47,3.1,Yes,Phone,Low
1003,2024-11-14,Technical,Medium,33,7,4.6,No,Phone,Low
1004,2024-01-15,Billing,High,238,47,3.2,No,Chat,Low
1005,2024-02-25,Other,Medium,8,28,0.8,No,Phone,Medium
1006,2024-02-12,Account,Low,155,45,5.4,Yes,Phone,Low
1007,2024-06-25,Other,Medium,82,25,3.6,Yes,Chat,Low
1008,2024-06-01,Technical,Low,18,45,3.5,No,Email,Medium
1009,2024-08-17,Billing,Low,174,38,6.5,No,Phone,Medium
1010,2024-12-13,Technical,Urgent,29,44,1.5,Yes,Chat,Low
1011,2024-04-28,Account,High,69,3,7.2,No,Email,Medium
1012,2024-04-06,Account,High,47,27,1.8,Yes,Chat,Low
1013,2024-05-06,Delivery,Medium,134,72,4.4,No,Phone,Low
1014,2024-02-19,Account,High,92,17,1.4,Yes,Email,Low
1015,2024-02-22,Billing,Urgent,230,32,2.5,No,Phone,Low
1016,2024-09-11,Other,Urgent,230,6,9.5,Yes,Phone,Medium
1017,2024-06-01,Account,Urgent,148,65,4.8,No,Email,Low
1018,2024-11-01,Account,Low,108,6,8.2,No,Email,High
1019,2024-08-20,Delivery,Urgent,55,4,7.3,Yes,Phone,Medium
1020,2024-03-19,Delivery,High,139,59,7.7,No,Phone,Low
1021,2024-07-30,Account,High,236,9,1.8,No,Phone,Low
1022,2024-12-16,Account,Low,72,59,9.4,Yes,Email,Low
1023,2024-08-29,Billing,Urgent,211,67,7.9,No,Phone,Low
1024,2024-10-04,Account,High,167,60,6.4,Yes,Phone,Low
1025,2024-03-19,Other,Low,82,66,0.7,Yes,Chat,Low
1026,2024-07-22,Technical,Medium,23,61,8.5,Yes,Chat,Medium
1027,2024-04-19,Account,Urgent,122,29,4.1,Yes,Phone,Low
1028,2024-01-06,Delivery,Low,6,58,7.1,Yes,Chat,Medium
1029,2024-06-26,Technical,High,203,41,2.7,No,Email,Low
1030,2024-04-11,Billing,High,19,55,8.3,No,Chat,Medium
1031,2024-07-07,Account,Urgent,171,2,8.4,No,Email,Medium
1032,2024-12-18,Other,Low,66,7,5.7,No,Phone,Medium
1033,2024-08-21,Delivery,High,10,55,6.8,Yes,Phone,Medium
1034,2024-02-01,Technical,Urgent,114,5,6.7,Yes,Chat,Medium
1035,2024-03-20,Billing,Low,7,14,4.3,Yes,Email,Medium
1036,2024-10-20,Other,Urgent,235,8,2.0,No,Chat,Low
1037,2024-10-31,Billing,Low,21,14,5.7,Yes,Email,Medium
1038,2024-01-15,Other,Urgent,173,17,2.1,Yes,Phone,Low
1039,2024-07-05,Billing,Low,157,2,8.2,No,Phone,High
1040,2024-04-18,Billing,Medium,161,57,3.7,No,Chat,Low
1041,2024-06-07,Other,Medium,73,44,9.0,Yes,Chat,Low
1042,2024-12-20,Delivery,High,139,46,2.3,No,Email,Low
1043,2024-06-09,Billing,Urgent,19,1,4.1,Yes,Chat,Medium
1044,2024-09-06,Delivery,Medium,233,71,3.0,Yes,Phone,Low
1045,2024-01-20,Billing,High,240,14,6.8,Yes,Phone,Low
1046,2024-07-28,Delivery,High,147,72,1.3,Yes,Email,Low
1047,2024-05-29,Delivery,High,192,27,6.4,Yes,Phone,Low
1048,2024-06-22,Other,Medium,70,60,2.8,Yes,Chat,Low
1049,2024-02-22,Technical,High,86,52,8.9,Yes,Email,Low
1050,2024-04-13,Delivery,High,107,9,3.2,Yes,Email,Low
1051,2024-01-08,Account,Urgent,152,58,2.3,Yes,Phone,Low
1052,2024-08-04,Other,High,135,24,6.9,No,Email,Low
1053,2024-02-02,Technical,Medium,215,3,1.8,No,Email,Medium
1054,2024-02-13,Delivery,Medium,218,26,5.5,No,Phone,Medium
1055,2024-07-23,Delivery,High,97,1,0.6,No,Phone,Medium
1056,2024-07-28,Billing,Urgent,108,48,5.2,No,Chat,Low
1057,2024-01-21,Technical,Low,84,41,10.0,No,Email,Medium
1058,2024-04-03,Account,Low,139,47,8.7,Yes,Email,Low
1059,2024-09-08,Billing,High,30,49,4.5,Yes,Phone,Low
1060,2024-03-04,Delivery,Urgent,61,56,8.2,Yes,Chat,Low
1061,2024-12-03,Billing,Low,154,71,2.7,Yes,Email,Low
1062,2024-05-15,Other,Low,68,39,1.7,Yes,Email,Low
1063,2024-09-19,Other,Medium,130,64,5.2,Yes,Phone,Low
1064,2024-12-16,Billing,Low,153,18,0.9,No,Chat,Low
1065,2024-04-23,Account,Low,25,20,1.2,Yes,Chat,Medium
1066,2024-01-31,Delivery,High,32,71,2.9,No,Phone,Low
1067,2024-06-14,Billing,Low,27,6,8.1,Yes,Email,High
1068,2024-08-09,Billing,Low,94,64,4.0,No,Email,Low
1069,2024-07-06,Other,Low,54,15,8.4,No,Chat,Medium
1070,2024-08-17,Delivery,Medium,170,55,5.4,No,Phone,Medium
1071,2024-05-13,Technical,Medium,115,37,6.0,Yes,Email,Low
1072,2024-03-11,Delivery,Low,139,18,6.2,Yes,Phone,Low
1073,2024-01-03,Billing,High,85,60,4.2,Yes,Phone,Low
1074,2024-08-26,Technical,High,235,45,5.7,Yes,Chat,Low
1075,2024-09-30,Account,Urgent,206,43,5.7,No,Phone,Low
1076,2024-08-07,Other,Urgent,240,54,1.7,No,Phone,Low
1077,2024-10-10,Billing,Low,200,33,4.2,No,Chat,Low
1078,2024-09-05,Billing,Medium,75,33,2.3,No,Chat,Low
1079,2024-03-10,Billing,Low,49,40,2.0,Yes,Email,Low
1080,2024-08-29,Account,Low,80,24,6.6,No,Email,Medium
1081,2024-04-03,Account,Medium,131,60,6.6,No,Email,Medium
1082,2024-09-04,Other,Medium,46,58,1.4,Yes,Email,Low
1083,2024-05-13,Other,Urgent,39,11,8.7,No,Phone,Low
1084,2024-02-01,Delivery,Low,149,21,8.6,No,Phone,Medium
1085,2024-09-17,Account,Urgent,117,71,6.9,Yes,Email,Low
1086,2024-10-31,Delivery,Medium,9,34,7.1,Yes,Chat,Medium
1087,2024-04-01,Technical,High,79,65,2.0,Yes,Chat,Low
1088,2024-04-18,Account,Low,230,20,3.8,Yes,Email,Low
1089,2024-02-27,Billing,Medium,193,12,2.2,No,Chat,Low
1090,2024-03-15,Other,Low,35,25,1.1,Yes,Email,Low
1091,2024-03-25,Technical,Low,197,38,2.4,Yes,Phone,Low
1092,2024-06-18,Billing,Low,164,59,6.8,Yes,Chat,Low
1093,2024-07-02,Other,High,9,55,8.6,Yes,Phone,Medium
1094,2024-11-17,Technical,Low,160,56,5.5,No,Chat,Medium
1095,2024-08-30,Technical,Medium,5,25,5.6,No,Email,High
1096,2024-05-24,Delivery,High,215,2,9.7,Yes,Email,Medium
1097,2024-08-13,Account,Low,129,44,2.9,No,Email,Low
1098,2024-10-09,Delivery,Urgent,158,6,3.8,Yes,Phone,Low
1099,2024-01-27,Other,Urgent,140,31,8.0,No,Chat,Low
1100,2024-02-08,Billing,Low,98,30,6.3,No,Phone,Medium
1101,2024-09-28,Account,High,233,54,3.0,No,Email,Low
1102,2024-10-07,Technical,High,152,44,4.0,Yes,Phone,Low
1103,2024-11-06,Account,Medium,107,34,2.1,No,Phone,Low
1104,2024-06-30,Billing,Urgent,127,27,5.3,No,Chat,Low
1105,2024-05-20,Other,High,151,37,6.2,No,Email,Low
1106,2024-03-02,Billing,Low,110,71,3.4,No,Email,Low
1107,2024-03-17,Delivery,High,180,70,4.5,No,Chat,Low
1108,2024-06-03,Delivery,Medium,99,61,10.0,Yes,Email,Low
1109,2024-06-01,Technical,High,33,56,9.5,Yes,Email,Low
1110,2024-10-04,Account,Medium,133,29,6.0,Yes,Phone,Low
1111,2024-06-16,Technical,High,237,47,1.9,Yes,Phone,Low
1112,2024-01-21,Account,Low,149,48,5.5,No,Chat,Medium
1113,2024-06-24,Delivery,High,171,63,4.8,No,Chat,Low
1114,2024-06-14,Delivery,High,222,3,3.2,Yes,Chat,Low
1115,2024-05-05,Account,High,205,54,9.5,Yes,Email,Low
1116,2024-02-17,Other,High,194,67,8.7,No,Email,Low
1117,2024-01-25,Billing,High,38,20,2.5,No,Chat,Low
1118,2024-06-13,Account,High,105,30,2.1,Yes,Chat,Low
1119,2024-06-18,Other,Low,162,23,9.9,No,Phone,Medium
1120,2024-10-22,Account,Urgent,123,8,9.7,No,Email,Low
1121,2024-04-25,Account,Low,54,58,0.8,Yes,Phone,Low
1122,2024-11-23,Billing,High,68,1,8.8,No,Chat,Medium
1123,2024-03-07,Account,High,198,57,0.8,No,Chat,Low
1124,2024-12-25,Billing,Urgent,135,3,9.9,Yes,Phone,Medium
1125,2024-03-01,Account,Medium,223,66,1.9,Yes,Phone,Low
1126,2024-03-15,Account,Low,116,11,3.9,Yes,Chat,Low
1127,2024-09-23,Billing,Low,191,32,6.7,No,Phone,Medium
1128,2024-11-20,Other,Low,48,70,6.0,Yes,Phone,Low
1129,2024-06-04,Other,Urgent,171,43,4.0,No,Chat,Low
1130,2024-03-27,Technical,Low,240,20,1.7,No,Chat,Low
1131,2024-05-01,Billing,Low,150,36,5.0,No,Phone,Medium
1132,2024-04-07,Billing,Urgent,223,6,6.1,No,Email,Medium
1133,2024-05-18,Technical,High,183,27,2.8,Yes,Phone,Low
1134,2024-02-04,Other,Urgent,200,44,8.4,No,Email,Low
1135,2024-06-10,Technical,Medium,22,4,4.7,Yes,Phone,High
1136,2024-11-14,Technical,Medium,88,30,6.3,No,Email,Medium
1137,2024-04-29,Delivery,High,84,46,1.8,No,Email,Low
1138,2024-10-14,Delivery,High,183,15,0.5,No,Chat,Low
1139,2024-03-01,Technical,Low,213,57,2.2,Yes,Email,Low
1140,2024-10-21,Billing,Medium,112,29,4.3,Yes,Phone,Low
1141,2024-05-31,Technical,Medium,139,60,10.0,No,Email,Medium
1142,2024-04-25,Delivery,Medium,216,24,9.2,Yes,Email,Low
1143,2024-11-26,Technical,Urgent,219,33,2.0,No,Phone,Low
1144,2024-08-16,Delivery,High,29,26,1.8,Yes,Phone,Low
1145,2024-12-11,Delivery,Urgent,98,51,4.9,No,Phone,Low
1146,2024-03-11,Account,Medium,152,9,2.0,No,Chat,Low
1147,2024-02-23,Other,Urgent,110,26,2.0,Yes,Phone,Low
1148,2024-11-22,Account,Low,61,28,9.4,Yes,Phone,Low
1149,2024-04-28,Billing,High,58,38,4.3,No,Chat,Low
1150,2024-11-04,Billing,Urgent,51,68,0.8,No,Chat,Low
1151,2024-04-23,Account,Low,72,41,2.5,Yes,Chat,Low
1152,2024-02-29,Delivery,Low,148,47,1.3,Yes,Email,Low
1153,2024-09-17,Delivery,Urgent,68,65,7.0,No,Phone,Low
1154,2024-10-04,Technical,Low,178,33,6.1,Yes,Chat,Low
1155,2024-03-06,Delivery,Urgent,61,33,9.9,Yes,Phone,Low
1156,2024-07-11,Technical,Urgent,95,47,7.1,Yes,Phone,Low
1157,2024-04-13,Delivery,High,58,24,8.4,No,Phone,Low
1158,2024-07-01,Technical,High,144,53,8.4,No,Email,Low
1159,2024-11-21,Delivery,Medium,99,16,5.4,No,Phone,Medium
1160,2024-11-11,Technical,High,60,42,7.2,Yes,Chat,Low
1161,2024-08-16,Billing,Low,226,15,3.7,No,Phone,Low
1162,2024-12-13,Delivery,High,168,47,2.3,Yes,Email,Low
1163,2024-03-04,Billing,Urgent,166,56,0.8,No,Chat,Low
1164,2024-06-15,Technical,Low,237,52,8.5,No,Chat,Medium
1165,2024-08-16,Delivery,Low,182,58,7.8,Yes,Chat,Low
1166,2024-11-20,Delivery,Low,154,9,8.0,Yes,Phone,Low
1167,2024-06-06,Other,Low,182,19,8.1,No,Email,Medium
1168,2024-12-23,Other,High,104,47,9.3,No,Phone,Low
1169,2024-05-27,Account,Urgent,100,28,3.1,No,Email,Low
1170,2024-11-24,Account,High,12,11,1.8,No,Chat,Medium
1171,2024-06-17,Account,Medium,108,69,3.2,No,Chat,Low
1172,2024-03-11,Other,Low,169,49,6.9,Yes,Chat,Low
1173,2024-10-08,Account,Urgent,195,28,6.5,No,Phone,Low
1174,2024-01-31,Delivery,Urgent,159,48,5.0,No,Email,Low
1175,2024-05-26,Billing,Low,101,14,6.3,No,Chat,Medium
1176,2024-04-24,Billing,Low,122,52,8.3,No,Email,Medium
1177,2024-09-04,Billing,Urgent,73,27,9.6,No,Chat,Low
1178,2024-01-11,Other,Urgent,128,10,2.9,Yes,Email,Low
1179,2024-09-18,Other,Medium,39,3,4.0,No,Chat,Medium
1180,2024-07-08,Billing,Low,105,5,4.4,No,Chat,Medium
1181,2024-02-17,Delivery,Medium,166,54,2.7,No,Phone,Low
1182,2024-02-20,Other,Low,235,56,0.6,Yes,Chat,Low
1183,2024-05-06,Account,High,197,6,7.0,Yes,Chat,Medium
1184,2024-05-19,Billing,Medium,85,41,5.6,No,Chat,Medium
1185,2024-12-25,Technical,High,7,48,7.1,Yes,Email,Medium
1186,2024-11-11,Billing,Urgent,11,43,6.7,Yes,Chat,Medium
1187,2024-09-28,Other,High,66,32,6.2,No,Email,Low
1188,2024-12-22,Delivery,Low,213,72,3.3,No,Phone,Low
1189,2024-07-24,Account,Medium,66,27,8.0,No,Phone,Medium
1190,2024-09-14,Other,Low,156,35,2.0,Yes,Phone,Low
1191,2024-10-23,Delivery,Medium,120,28,7.7,Yes,Email,Low
1192,2024-06-04,Billing,Urgent,155,36,5.0,Yes,Chat,Low
1193,2024-11-05,Billing,Urgent,82,41,6.1,Yes,Phone,Low
1194,2024-09-18,Other,Urgent,65,62,7.2,No,Email,Low
1195,2024-06-20,Delivery,High,36,7,1.3,Yes,Email,Low
1196,2024-09-25,Technical,High,78,1,1.3,Yes,Phone,Low
1197,2024-10-19,Other,Low,151,61,4.5,No,Email,Low
1198,2024-01-17,Account,Low,116,71,9.7,Yes,Phone,Low
1199,2024-12-20,Account,Medium,95,23,3.5,No,Email,Low
1200,2024-06-11,Account,Urgent,153,72,2.5,No,Email,Low
1201,2024-09-06,Delivery,High,229,46,2.2,Yes,Email,Low
1202,2024-09-29,Technical,Urgent,200,62,2.3,Yes,Phone,Low
1203,2024-06-07,Delivery,Urgent,124,31,4.2,Yes,Phone,Low
1204,2024-08-19,Account,Urgent,97,68,8.4,Yes,Chat,Low
1205,2024-12-30,Technical,Urgent,43,1,5.1,No,Chat,Medium
1206,2024-05-10,Other,Urgent,165,9,7.4,Yes,Phone,Low
1207,2024-12-20,Billing,Medium,78,54,8.6,No,Email,Medium
1208,2024-05-27,Billing,Urgent,124,68,7.9,No,Chat,Low
1209,2024-01-03,Technical,Low,180,72,2.2,No,Chat,Low
1210,2024-02-07,Billing,Medium,163,35,6.9,No,Email,Medium
1211,2024-06-06,Other,High,187,71,9.0,No,Chat,Low
1212,2024-09-23,Account,Low,176,27,5.5,Yes,Email,Low
1213,2024-06-18,Billing,Low,202,3,8.4,Yes,Email,Medium
1214,2024-03-20,Technical,High,212,5,9.3,No,Phone,Medium
1215,2024-03-25,Account,Urgent,23,42,3.1,Yes,Email,Low
1216,2024-05-20,Billing,Urgent,35,45,4.6,Yes,Email,Low
